Age,Education,YearsExperience,JobRole,Location,EmploymentType,CompanySize,Salary
49,Bachelor's,18,Product Analyst,Kolkata,Full-time,Medium,1847000
25,Bachelor's,2,Business Analyst,Hyderabad,Full-time,Large,976000
45,Bachelor's,13,Data Analyst,Noida,Contract,Startup,1307000
45,Bachelor's,8,Project Manager,Chennai,Full-time,Large,1698000
32,Bachelor's,5,Software Engineer,Hyderabad,Full-time,Large,1331000
40,Bachelor's,5,DevOps Engineer,Ahmedabad,Full-time,Startup,945000
22,,1,DevOps Engineer,Gurugram,Full-time,Medium,1038000
40,Bachelor's,19,ML Engineer,Gurugram,Full-time,Medium,2367000
29,Bachelor's,2,Business Analyst,Ahmedabad,Full-time,Medium,636000
32,Master's,0,Product Analyst,Chennai,Full-time,Large,839000
54,Bachelor's,19,DevOps Engineer,Ahmedabad,Full-time,Small,1636000
28,Bachelor's,4,Product Analyst,Noida,Full-time,Small,814000
46,Master's,21,Data Analyst,Delhi,Contract,Startup,1395000
48,Master's,13,Business Analyst,Delhi,Contract,Small,1408000
43,Bachelor's,16,Product Analyst,Kolkata,Full-time,Small,1275000
38,Master's,11,Product Analyst,Noida,Contract,Large,1752000
40,Bachelor's,17,Database Administrator,Delhi,Contract,Small,1720000
24,Master's,2,DevOps Engineer,Bengaluru,Contract,Medium,1158000
46,Master's,13,Web Developer,Noida,Contract,Medium,1415000
23,Bachelor's,0,Project Manager,Delhi,Part-time,Medium,562000
34,,2,Software Engineer,Mumbai,Full-time,Medium,1263000
42,Bachelor's,3,Product Analyst,Hyderabad,Full-time,Small,783000
53,Bachelor's,0,Software Engineer,Gurugram,Full-time,Large,798000
46,Master's,14,ML Engineer,Mumbai,Full-time,Large,2439000
22,Bachelor's,1,Software Engineer,Noida,Contract,Small,880000
50,Bachelor's,20,Software Engineer,Gurugram,Full-time,Medium,2186000
51,Bachelor's,20,Web Developer,Bengaluru,Contract,Large,2675000
36,Bachelor's,8,Software Engineer,Kolkata,Full-time,Small,987000
21,Master's,0,Product Analyst,Chennai,Full-time,Startup,767000
41,PhD,7,Project Manager,Delhi,Full-time,Startup,1521000
28,Bachelor's,0,Data Scientist,Gurugram,Full-time,Large,1143000
37,Master's,5,Project Manager,Hyderabad,Full-time,Medium,1545000
42,Bachelor's,16,Product Analyst,Pune,Full-time,Medium,1833000
55,Bachelor's,27,Data Analyst,Gurugram,Full-time,Large,3359000
24,Bachelor's,1,Database Administrator,Gurugram,Full-time,Startup,757000
44,Master's,21,Product Analyst,Pune,Full-time,Medium,2288000
25,Master's,2,Software Engineer,Chennai,Full-time,Medium,1059000
40,Master's,11,ML Engineer,Noida,Full-time,Small,1831000
23,Master's,1,Web Developer,Bengaluru,Contract,Startup,697000
35,Master's,13,DevOps Engineer,Kolkata,Full-time,Small,1265000
43,Master's,3,Business Analyst,Chennai,Full-time,Medium,861000
28,Bachelor's,6,Business Analyst,Ahmedabad,Full-time,Medium,737000
49,Bachelor's,4,Data Analyst,Bengaluru,Full-time,Medium,1035000
33,Master's,10,Project Manager,Ahmedabad,Contract,Startup,1283000
54,Bachelor's,30,Software Engineer,Noida,Full-time,Large,3245000
41,Master's,14,Project Manager,Chennai,Full-time,Small,1912000
37,Bachelor's,12,Software Engineer,Delhi,Full-time,Startup,1385000
33,Bachelor's,0,DevOps Engineer,Chennai,Full-time,Medium,921000
43,Bachelor's,1,Business Analyst,Ahmedabad,Full-time,Startup,528000
34,Bachelor's,13,ML Engineer,Chennai,Full-time,Startup,1746000
55,Bachelor's,18,Data Scientist,Ahmedabad,Contract,Large,1885000
21,Bachelor's,0,Web Developer,Delhi,Full-time,Medium,501000
24,Bachelor's,3,Web Developer,Ahmedabad,Full-time,Large,708000
51,Bachelor's,8,Data Analyst,Gurugram,Full-time,Medium,1031000
36,Bachelor's,2,Project Manager,Hyderabad,Full-time,Large,1401000
43,Bachelor's,4,DevOps Engineer,Ahmedabad,Full-time,Startup,856000
26,Master's,1,DevOps Engineer,Ahmedabad,Full-time,Small,819000
23,Bachelor's,1,Software Engineer,Pune,Full-time,Startup,674000
52,Master's,21,Data Scientist,Delhi,Full-time,Small,2586000
29,Bachelor's,6,Data Analyst,Bengaluru,Full-time,Startup,830000
25,Bachelor's,3,Database Administrator,Hyderabad,Full-time,Small,816000
45,Bachelor's,13,Data Analyst,Ahmedabad,Full-time,Startup,1139000
27,Bachelor's,6,Data Analyst,Kolkata,Full-time,Startup,488000
46,Bachelor's,15,Product Analyst,Pune,Part-time,Medium,1004000
47,Bachelor's,14,ML Engineer,Noida,Full-time,Startup,1749000
37,Master's,3,Business Analyst,Ahmedabad,Full-time,Medium,860000
32,Bachelor's,4,Product Analyst,Noida,Full-time,Medium,874000
39,Bachelor's,12,Business Analyst,Noida,Full-time,Startup,1036000
22,Bachelor's,1,Data Analyst,Mumbai,Contract,Medium,632000
49,Master's,3,Web Developer,Pune,Full-time,Startup,838000
35,Bachelor's,8,Web Developer,Hyderabad,Full-time,Startup,1133000
49,Bachelor's,11,Product Analyst,Kolkata,Full-time,Large,1458000
50,Bachelor's,2,Data Scientist,Mumbai,Full-time,Small,1241000
52,Master's,15,ML Engineer,Mumbai,Full-time,Small,2155000
41,Master's,3,Data Analyst,Bengaluru,Contract,Large,1120000
22,Master's,1,Data Scientist,Ahmedabad,Full-time,Startup,780000
23,Master's,2,Software Engineer,Delhi,Full-time,Medium,903000
45,Master's,9,DevOps Engineer,Bengaluru,Full-time,Medium,1668000
36,Master's,12,Web Developer,Hyderabad,Full-time,Medium,1529000
29,Master's,8,Database Administrator,Hyderabad,Contract,Medium,1441000
44,Bachelor's,21,Database Administrator,,Full-time,Large,2543000
30,Master's,4,Data Analyst,Ahmedabad,Full-time,Startup,992000
42,Master's,13,Web Developer,Gurugram,Contract,Medium,1653000
52,Bachelor's,12,Business Analyst,,Full-time,Startup,1266000
34,Master's,5,Software Engineer,Noida,Full-time,Small,1062000
47,Master's,19,Software Engineer,Mumbai,Full-time,Small,2076000
43,Master's,7,Web Developer,Chennai,Contract,Medium,1277000
25,Bachelor's,3,DevOps Engineer,Noida,Full-time,Startup,818000
44,Bachelor's,10,Product Analyst,Chennai,Contract,Medium,1042000
22,Master's,0,DevOps Engineer,Chennai,Full-time,Medium,991000
32,Master's,3,Database Administrator,Noida,Contract,Medium,939000
42,Bachelor's,19,Project Manager,Chennai,Full-time,Medium,2304000
46,Master's,22,Database Administrator,Pune,Full-time,Large,2996000
31,Bachelor's,9,Project Manager,Hyderabad,Full-time,Medium,1582000
48,PhD,0,DevOps Engineer,Pune,Full-time,Small,924000
46,Bachelor's,5,Data Scientist,Mumbai,Full-time,Medium,1516000
33,Master's,8,Project Manager,Kolkata,Part-time,Medium,745000
48,Bachelor's,21,ML Engineer,Hyderabad,Full-time,Large,2867000
49,Bachelor's,18,Data Scientist,Bengaluru,Full-time,Startup,2290000
45,Bachelor's,18,Business Analyst,Delhi,Full-time,Startup,1939000
27,Bachelor's,5,Software Engineer,Kolkata,Full-time,Small,758000
54,Master's,3,Project Manager,Ahmedabad,Full-time,Startup,917000
55,Bachelor's,7,Data Scientist,Pune,Full-time,Startup,1229000
49,Bachelor's,15,Web Developer,Mumbai,Full-time,Large,2189000
24,Bachelor's,1,Data Analyst,Pune,Contract,Small,617000
51,PhD,29,Database Administrator,Ahmedabad,Full-time,Large,2960000
47,PhD,6,Business Analyst,Noida,Full-time,Medium,1258000
38,Bachelor's,2,Data Analyst,Delhi,Full-time,Small,658000
31,Bachelor's,3,Web Developer,Bengaluru,Full-time,Startup,669000
41,Master's,15,,Chennai,Full-time,Medium,2082000
52,Master's,4,Product Analyst,Mumbai,Full-time,Startup,1070000
23,Master's,2,Data Scientist,Delhi,Full-time,Large,1404000
23,Bachelor's,2,Web Developer,Chennai,Full-time,Startup,662000
34,Bachelor's,12,ML Engineer,Noida,Full-time,Startup,1654000
21,Bachelor's,0,DevOps Engineer,Gurugram,Full-time,Large,1144000
34,Bachelor's,8,ML Engineer,Delhi,Full-time,Large,1844000
33,Bachelor's,10,Data Analyst,Kolkata,Full-time,Small,1209000
48,Bachelor's,0,Database Administrator,Hyderabad,Full-time,Large,753000
44,Bachelor's,15,Business Analyst,Kolkata,Full-time,Medium,1219000
32,Master's,1,ML Engineer,Chennai,Part-time,Startup,612000
44,Master's,8,ML Engineer,Delhi,Full-time,Large,1946000
53,Bachelor's,18,Web Developer,Bengaluru,Part-time,Large,1402000
36,Bachelor's,5,ML Engineer,Delhi,Full-time,Medium,1563000
46,Bachelor's,7,Database Administrator,,Full-time,Small,1401000
43,Master's,12,ML Engineer,Bengaluru,Full-time,Startup,1782000
27,,1,Project Manager,Kolkata,Full-time,Small,896000
33,Bachelor's,0,Business Analyst,Delhi,Full-time,Medium,516000
26,Bachelor's,4,Data Analyst,Gurugram,Full-time,Medium,851000
39,Master's,17,Web Developer,Gurugram,Full-time,Large,2072000
54,Master's,28,Data Scientist,Kolkata,Full-time,Large,2959000
39,Bachelor's,0,DevOps Engineer,Noida,Full-time,Small,759000
51,Master's,9,Database Administrator,Pune,Full-time,Startup,1250000
51,Bachelor's,14,DevOps Engineer,Kolkata,Full-time,Small,1407000
25,Bachelor's,4,Data Analyst,Hyderabad,Contract,Startup,568000
51,Master's,8,Database Administrator,Mumbai,Full-time,Large,1573000
30,Bachelor's,7,ML Engineer,Hyderabad,Full-time,Large,1688000
41,Bachelor's,13,,Noida,Full-time,Startup,1250000
48,Master's,9,Data Scientist,Ahmedabad,Full-time,Startup,1226000
25,Bachelor's,2,Data Scientist,Gurugram,Contract,Large,1187000
39,Master's,5,Data Scientist,Bengaluru,Full-time,Medium,1538000
28,Bachelor's,1,Web Developer,Chennai,Contract,Small,559000
45,Master's,5,ML Engineer,Delhi,Full-time,Small,1507000
44,Bachelor's,10,Data Scientist,Hyderabad,Full-time,Startup,1214000
50,Master's,26,Web Developer,Delhi,Contract,Startup,2212000
28,Master's,7,Data Scientist,Chennai,Full-time,Startup,1464000
43,Master's,8,Product Analyst,Mumbai,Full-time,Small,1405000
37,Master's,2,Data Scientist,Pune,Contract,Small,1101000
51,Bachelor's,16,Web Developer,Noida,Full-time,Small,1412000
35,Bachelor's,5,Data Analyst,Pune,Full-time,Medium,957000
50,Bachelor's,19,Software Engineer,Hyderabad,Full-time,Small,1809000
54,Bachelor's,17,ML Engineer,Kolkata,Full-time,Large,2020000
50,Bachelor's,28,Business Analyst,Delhi,Full-time,Large,3101000
37,Bachelor's,15,Data Analyst,Pune,Full-time,Small,1501000
40,Bachelor's,15,Business Analyst,Gurugram,Full-time,Large,1769000
42,Master's,21,ML Engineer,Delhi,Full-time,Large,3333000
24,Bachelor's,3,Software Engineer,Ahmedabad,Full-time,Startup,619000
36,Bachelor's,1,Product Analyst,Gurugram,Full-time,Small,691000
37,Master's,14,Project Manager,Chennai,Full-time,Medium,1659000
27,PhD,1,DevOps Engineer,Delhi,Full-time,Medium,1200000
32,Bachelor's,9,Data Scientist,Delhi,Full-time,Large,1776000
21,PhD,0,Software Engineer,Gurugram,Full-time,Startup,820000
31,Master's,3,Data Scientist,Kolkata,Full-time,Large,1052000
38,Bachelor's,16,ML Engineer,Kolkata,Contract,Large,1991000
54,Master's,0,Project Manager,Mumbai,Full-time,Medium,1177000
36,Bachelor's,11,Project Manager,Gurugram,Full-time,Startup,1699000
43,Bachelor's,6,ML Engineer,Hyderabad,Full-time,Small,1377000
27,Master's,2,Data Analyst,Bengaluru,Full-time,Large,989000
26,Bachelor's,2,Software Engineer,Noida,Part-time,Startup,442000
47,Master's,25,Web Developer,Noida,Full-time,Large,2297000
43,Bachelor's,5,Product Analyst,Chennai,Full-time,Startup,843000
43,Master's,6,Data Analyst,Noida,Contract,Medium,1127000
46,Master's,1,Business Analyst,Bengaluru,Full-time,Large,1125000
32,Master's,7,Software Engineer,Hyderabad,Full-time,Small,1129000
42,Master's,0,Database Administrator,Mumbai,Full-time,Startup,797000
44,Bachelor's,7,Software Engineer,Bengaluru,Full-time,Large,1525000
24,Bachelor's,0,Data Analyst,Gurugram,Full-time,Startup,485000
49,Bachelor's,23,Software Engineer,Hyderabad,Full-time,Small,2212000
49,PhD,3,Web Developer,,Full-time,Large,1125000
35,Bachelor's,10,Business Analyst,Noida,Full-time,Large,1501000
38,Bachelor's,2,Product Analyst,Chennai,Full-time,Large,931000
23,Master's,2,Product Analyst,Chennai,Part-time,Large,641000
44,Bachelor's,21,Software Engineer,Kolkata,Full-time,Medium,1633000
49,Bachelor's,6,Web Developer,Noida,Full-time,Medium,983000
40,PhD,2,Product Analyst,Hyderabad,Full-time,Medium,1060000
53,Master's,12,Data Analyst,,Full-time,Small,1023000
33,,6,Data Analyst,,Contract,Large,1055000
22,PhD,1,Data Scientist,Hyderabad,Contract,Medium,1272000
27,Bachelor's,2,Business Analyst,Mumbai,Full-time,Large,1062000
23,Master's,1,Business Analyst,Mumbai,Full-time,Startup,964000
31,Master's,5,DevOps Engineer,Chennai,Full-time,Small,1257000
54,Master's,9,Software Engineer,Chennai,Full-time,Medium,1360000
41,Master's,3,Data Scientist,,Full-time,Medium,1327000
31,Master's,8,Database Administrator,Hyderabad,Full-time,Small,1361000
28,Bachelor's,3,Project Manager,Hyderabad,Full-time,Medium,1182000
40,Bachelor's,6,Product Analyst,Delhi,Contract,Large,1201000
44,Bachelor's,18,DevOps Engineer,Mumbai,Full-time,Medium,2144000
44,Bachelor's,0,DevOps Engineer,Kolkata,Full-time,Large,933000
52,Bachelor's,9,ML Engineer,Hyderabad,Full-time,Small,1476000
51,Bachelor's,6,Business Analyst,Hyderabad,Full-time,Small,1091000
38,Bachelor's,13,DevOps Engineer,Mumbai,Full-time,Large,2367000
46,Bachelor's,3,DevOps Engineer,Kolkata,Full-time,Medium,1089000
36,Bachelor's,0,Data Analyst,Mumbai,Full-time,Startup,551000
46,Bachelor's,21,Data Scientist,Ahmedabad,Full-time,Startup,1859000
38,Master's,12,Data Analyst,Mumbai,Full-time,Large,1883000
43,Master's,7,Database Administrator,Mumbai,Full-time,Startup,1252000
35,Bachelor's,9,ML Engineer,Gurugram,Full-time,Small,1562000
41,Bachelor's,5,Product Analyst,Mumbai,Part-time,Medium,717000
33,PhD,6,Web Developer,Gurugram,Full-time,Startup,993000
32,Master's,9,Software Engineer,Kolkata,Full-time,Large,1373000
54,Bachelor's,12,Product Analyst,Ahmedabad,Full-time,Medium,1184000
28,PhD,4,Product Analyst,Kolkata,Full-time,Small,867000
24,Master's,2,DevOps Engineer,Pune,Part-time,Small,539000
23,Master's,0,Data Analyst,Chennai,Full-time,Medium,679000
35,Bachelor's,11,Web Developer,Mumbai,Full-time,Small,1593000
37,PhD,15,DevOps Engineer,Chennai,Full-time,Medium,1976000
24,Bachelor's,0,Web Developer,Noida,Full-time,Large,558000
51,Bachelor's,14,DevOps Engineer,Chennai,Full-time,Large,2065000
33,Bachelor's,10,Web Developer,Chennai,Full-time,Startup,929000
32,Bachelor's,6,Web Developer,Ahmedabad,Contract,Medium,683000
35,Bachelor's,0,Data Scientist,Hyderabad,Full-time,Medium,1025000
39,Bachelor's,12,Database Administrator,Mumbai,Full-time,Large,1859000
33,Master's,6,Product Analyst,Ahmedabad,Full-time,Large,1110000
28,Master's,0,ML Engineer,Mumbai,Full-time,Startup,1216000
39,Bachelor's,3,DevOps Engineer,Bengaluru,Full-time,Large,1414000
30,,5,ML Engineer,Ahmedabad,Full-time,Large,1472000
25,Bachelor's,4,Project Manager,Kolkata,Full-time,Small,1059000
23,Bachelor's,1,Database Administrator,Gurugram,Full-time,Small,699000
54,Bachelor's,20,ML Engineer,Delhi,Full-time,Medium,2716000
37,PhD,1,DevOps Engineer,Noida,Full-time,Medium,1413000
39,Bachelor's,16,Data Analyst,Mumbai,Part-time,Startup,1020000
24,Bachelor's,1,Web Developer,Gurugram,Full-time,Small,529000
39,Bachelor's,11,DevOps Engineer,Chennai,Full-time,Large,1592000
29,Bachelor's,7,,Delhi,Contract,Small,1380000
30,Bachelor's,6,Data Analyst,Hyderabad,Full-time,Large,1016000
28,PhD,5,Data Analyst,Noida,Full-time,Startup,1124000
28,Master's,6,Data Analyst,Mumbai,Full-time,Medium,1391000
45,Bachelor's,11,Project Manager,Noida,Full-time,Startup,1366000
27,Bachelor's,0,Product Analyst,Mumbai,Full-time,Startup,691000
38,Bachelor's,1,Product Analyst,Bengaluru,Full-time,Medium,780000
54,Bachelor's,5,Product Analyst,Chennai,Full-time,Large,1071000
52,PhD,2,Project Manager,Ahmedabad,Full-time,Startup,939000
22,Bachelor's,1,DevOps Engineer,Bengaluru,Full-time,Large,1133000
29,Bachelor's,2,Project Manager,Pune,Contract,Small,1088000
55,Bachelor's,30,Database Administrator,Gurugram,Full-time,Medium,2340000
26,Bachelor's,0,Software Engineer,Chennai,Full-time,Large,750000
46,Bachelor's,21,ML Engineer,Chennai,Full-time,Small,2300000
40,PhD,6,Database Administrator,Kolkata,Full-time,Medium,1303000
36,Bachelor's,15,Data Scientist,Gurugram,Full-time,Medium,2266000
30,Master's,9,Data Scientist,Gurugram,Full-time,Small,1549000
36,Bachelor's,8,ML Engineer,Bengaluru,Full-time,Startup,1483000
26,Master's,5,Project Manager,Pune,Full-time,Medium,1721000
42,Bachelor's,17,ML Engineer,Hyderabad,Full-time,Startup,2006000
51,Bachelor's,9,Data Analyst,Noida,Full-time,Startup,944000
36,Master's,10,Business Analyst,Noida,Contract,Medium,1358000
47,Bachelor's,25,Product Analyst,Mumbai,Full-time,Small,2687000
51,Master's,18,Project Manager,Ahmedabad,Full-time,Large,2138000
49,Master's,19,Project Manager,Ahmedabad,Full-time,Startup,1732000
21,Bachelor's,0,Data Scientist,Noida,Full-time,Large,1028000
22,Bachelor's,1,Product Analyst,Mumbai,Contract,Medium,885000
26,PhD,0,Business Analyst,Ahmedabad,Full-time,Medium,742000
46,Bachelor's,7,Software Engineer,Mumbai,Full-time,Medium,1473000
22,Master's,1,Product Analyst,Ahmedabad,Full-time,Startup,692000
28,Bachelor's,7,ML Engineer,Delhi,Full-time,Large,1880000
49,Master's,15,Product Analyst,Ahmedabad,Full-time,Startup,1321000
42,Master's,6,DevOps Engineer,Delhi,Full-time,Medium,1469000
47,PhD,23,Data Scientist,Bengaluru,Full-time,Medium,3122000
25,Bachelor's,1,Web Developer,Kolkata,Full-time,Startup,348000
23,Bachelor's,1,Project Manager,Mumbai,Contract,Medium,1203000
32,Master's,5,ML Engineer,Gurugram,Full-time,Medium,1513000
31,Bachelor's,7,Product Analyst,Bengaluru,Full-time,Large,1613000
36,Bachelor's,7,Software Engineer,Chennai,Full-time,Startup,1180000
24,PhD,2,Product Analyst,Hyderabad,Part-time,Large,715000
27,Bachelor's,2,ML Engineer,Bengaluru,Contract,Startup,1085000
52,Bachelor's,27,DevOps Engineer,Chennai,Full-time,Startup,2058000
45,Bachelor's,15,Software Engineer,Mumbai,Full-time,Startup,1700000
38,Master's,1,,Noida,Full-time,Startup,1193000
51,Master's,18,Software Engineer,Mumbai,Full-time,Startup,1883000
40,Bachelor's,1,Data Scientist,Mumbai,Contract,Small,1050000
34,Bachelor's,6,Business Analyst,Bengaluru,Full-time,Small,1100000
38,Bachelor's,8,Data Analyst,Kolkata,Full-time,Medium,1063000
49,Master's,3,Database Administrator,Bengaluru,Contract,Startup,1119000
38,PhD,15,Project Manager,Pune,Full-time,Medium,2012000
28,Master's,3,Business Analyst,Delhi,Part-time,Small,506000
32,Bachelor's,2,Database Administrator,Ahmedabad,Full-time,Small,815000
33,PhD,6,ML Engineer,Noida,Full-time,Startup,1428000
22,Bachelor's,1,Business Analyst,Ahmedabad,Full-time,Medium,530000
45,Master's,1,ML Engineer,Delhi,Full-time,Small,1274000
26,Bachelor's,2,Software Engineer,Ahmedabad,Contract,Medium,710000
54,Bachelor's,25,Web Developer,Gurugram,Full-time,Medium,2008000
50,Master's,7,Database Administrator,Chennai,Contract,Large,1319000
35,Master's,7,DevOps Engineer,Ahmedabad,Full-time,Medium,1282000
53,Master's,18,Software Engineer,Noida,Full-time,Startup,1797000
48,Master's,20,Product Analyst,Mumbai,Full-time,Large,2830000
50,Bachelor's,25,ML Engineer,Bengaluru,Full-time,Medium,2834000
26,Master's,5,Product Analyst,Gurugram,Full-time,Medium,1339000
26,Bachelor's,1,Data Scientist,Delhi,Contract,Medium,958000
45,Bachelor's,12,Product Analyst,Mumbai,Full-time,Startup,1406000
26,Master's,0,Data Analyst,Noida,Full-time,Large,808000
50,Master's,3,Data Analyst,Kolkata,Full-time,Startup,848000
49,Master's,2,Product Analyst,Kolkata,Full-time,Large,901000
22,Bachelor's,1,Project Manager,Chennai,Full-time,Large,1223000
38,Master's,8,Business Analyst,Kolkata,Full-time,Large,1107000
48,Master's,12,DevOps Engineer,Ahmedabad,Contract,Large,1811000
50,Bachelor's,4,Business Analyst,Chennai,Full-time,Small,824000
50,Bachelor's,13,ML Engineer,Kolkata,Full-time,Medium,1925000
25,Bachelor's,3,Web Developer,Delhi,Full-time,Startup,736000
46,Bachelor's,5,Data Scientist,Bengaluru,Full-time,Large,1474000
55,Master's,11,Data Analyst,Delhi,Full-time,Startup,1201000
40,Bachelor's,4,Project Manager,Bengaluru,Full-time,Medium,1404000
